财务分类,项目编码,项目名称,项目内涵,除外内容,计价单位,说明,一档价格,二档价格,三档价格,四档价格
,1,一、综合医疗服务类,,,,"1.本类包括一般医疗服务、一般检查治疗、社区卫生及预防保健项目和其它医疗服务项目，本类编码为100000000。
2.有下列情况之一者不另收诊查费：①由医生指定在医院内换号诊断；②取化验及各种检查结果；③病人一次门诊医生开多张处方，多种检查，多次治疗单，检查治疗科室不得要求病人另交纳诊查费。
3.多科室共同使用的医疗服务项目列入本类之中，如护理、抢救、注射、换药等等。
4.患者结算时，门诊医药费用清单和住院病人医药费用明细清单不得另外收费。
5.门诊拆线不得另收诊查费。
6.门诊患者因病情需要，在院外使用的一次性材料（碘伏帽、胰岛素注射针头、造瘘管、造口袋、鼻饲管、导尿管、尿袋）可以外带并收费。",,,,
G,320100008,经皮静脉内溶栓术,,,次,,1760.0 ,1672.0 ,1584.0 ,1408.0 
G,320100008-1E,经皮动脉内溶栓术,,,次,,2206.0 ,2096.0 ,1985.0 ,1765.0 
G,320100009,经皮静脉内超声血栓消融术,,,次,,2000.0 ,1900.0 ,1800.0 ,1600.0 
G,320100010E,经皮选择性静脉置管术,,,次,,1500.0 ,1425.0 ,1350.0 ,1200.0 
G,320100010-1E,经皮选择性静脉拔管术,,,次,,750.0 ,712.5 ,675.0 ,600.0 
G,320100011E,经颈静脉长期透析管植入术,,,次,,600.0 ,570.0 ,540.0 ,480.0 
G,320100012E,经皮静脉内血管异物取出术,,,次,,1985.0 ,1885.8 ,1786.5 ,1588.0 
G,320100012-1,经皮静脉内血栓抽吸术,,,次,,2837.0 ,2695.0 ,2553.0 ,2270.0 
G,320100013S,经皮静脉栓塞术,穿刺进入目标静脉，超选进入静脉靶区进行栓塞。,,次,,1749.0 ,1662.0 ,1574.0 ,1399.0 
G,320100014S,经皮穿刺选择性肾上腺静脉取血术,股静脉或颈静脉穿刺插管，选择肾上腺静脉，注射对比剂并摄片取血，拔管压迫止血。,,次,,2840.0 ,2698.0 ,2556.0 ,2272.0 
,3202,2.动脉介入诊疗,,,,,,,,
G,320200001E,经股动脉置管腹主动脉带簿网支架置入术,,,次,,3910.0 ,3715.0 ,3519.0 ,3128.0 
G,320200001-1,经股动脉置管腹主动脉瘤修复术,,,次,,3793.0 ,3603.0 ,3414.0 ,3034.0 
G,320200001-2,经股动脉置管假性动脉瘤修复术,,,次,,3300.0 ,3135.0 ,2970.0 ,2640.0 
G,320200001-3,经股动脉置管胸主动脉腔内修复术,,,次,,4095.0 ,3890.0 ,3686.0 ,3276.0 
D,320200002E,经皮选择性动脉造影术,不含脑血管及冠状动脉。,,次,,1800.0 ,1710.0 ,1620.0 ,1440.0 
D,320200003E,经皮超选择性动脉造影术,不含脑血管及冠状动脉。,,次,同一动脉系统，选择性和超选择性造影术不得同时收取。,2442.0 ,2320.0 ,2198.0 ,1954.0 
G,320200004E,经皮选择性动脉置管术,含各种药物治疗、栓塞、热灌注、鞘管拔出。,栓塞剂、泵,次,,1325.0 ,1258.8 ,1192.5 ,1060.0 
G,320200005,经皮动脉斑块旋切术,不含脑血管及冠状动脉。,,次,,暂不定价,暂不定价,暂不定价,暂不定价
G,320200006,经皮动脉闭塞激光再通术,不含脑血管及冠状动脉。,,次,,1200.0 ,1140.0 ,1080.0 ,960.0 
G,320200006-1/1,经皮动脉闭塞激光再通术(使用激光纤维),,,次,,2200.0 ,2090.0 ,1980.0 ,1760.0 
G,320200006-2,经皮静脉闭塞激光再通术,,,次,,1200.0 ,1140.0 ,1080.0 ,960.0 
G,320200006-2/1,经皮静脉闭塞激光再通术(使用激光纤维),,,次,,2200.0 ,2090.0 ,1980.0 ,1760.0 
G,320200007E,经皮动脉栓塞术,,,次,,1873.0 ,1779.0 ,1686.0 ,1498.0 
G,320200007-1E,经皮动脉瘤栓塞术,,,次,,1672.0 ,1588.0 ,1505.0 ,1338.0 
G,320200007-2E,经皮肿瘤栓塞术,,,次,,1500.0 ,1425.0 ,1350.0 ,1200.0 
G,320200008,经皮动脉内超声血栓消融术,,,次,,1500.0 ,1425.0 ,1350.0 ,1200.0 
G,320200009E,经皮动脉内球囊扩张术,不含脑血管及冠状动脉。,,次,,2606.0 ,2476.0 ,2345.0 ,2085.0 
G,320200010E,经皮动脉支架置入术,,,次,,2515.0 ,2389.0 ,2264.0 ,2012.0 
G,320200010-1,经皮肢体动脉支架置入术,,,次,,2250.0 ,2137.5 ,2025.0 ,1800.0 
G,320200010-2,经皮颈动脉支架置入术,,,次,,2798.0 ,2658.0 ,2518.0 ,2238.0 
G,320200010-3,经皮肾动脉支架置入术,,,次,,2250.0 ,2137.5 ,2025.0 ,1800.0 
G,320200011,经皮动脉激光成形+球囊扩张术,,,次,,1700.0 ,1615.0 ,1530.0 ,1360.0 
G,320200012,经皮肢体动脉旋切＋球囊扩张术,,,次,,2000.0 ,1900.0 ,1800.0 ,1600.0 
G,320200012-1,经皮肢体动脉旋磨＋球囊扩张术,,,次,,2000.0 ,1900.0 ,1800.0 ,1600.0 
G,320200013E,经皮血管瘤腔内药物灌注术,指血管畸形、淋巴管畸形、血管瘤的药物灌注。,,次,,2000.0 ,1900.0 ,1800.0 ,1600.0 
G,320200014SE,经皮肺动静脉瘘栓塞术,,,次,,2220.0 ,2109.0 ,1998.0 ,1776.0 
G,320200015S,经皮穿刺动脉内异物取出术,穿刺置管，造影摄片，异物抓取，拔管，穿刺点压迫包扎。,,次,,2850.0 ,2707.5 ,2565.0 ,2280.0 
G,320200016S,经皮穿刺动脉内取栓术,不含冠状动脉、颅内动脉取栓。,,次,,3053.0 ,2900.0 ,2748.0 ,2442.0 
,3203,3.门脉系统介入诊疗,,,,,,,,
G,320300001,经皮肝穿刺肝静脉扩张术,,,次,,1700.0 ,1615.0 ,1530.0 ,1360.0 
G,320300002E,肝动脉插管灌注术,,体内放置的投药泵（Port）,次,,2548.0 ,2421.0 ,2293.0 ,2038.0 
G,320300002-1E,各脏器动脉插管灌注术,,体内放置的投药泵（Port）,次,,2142.0 ,2035.0 ,1928.0 ,1714.0 
G,320300003,经颈内静脉肝内门腔静脉分流术(TIPS),含穿刺颈内静脉，放置血管鞘管，沿鞘管放入导丝和猪尾造影导管入下腔静脉，退出导丝，将猪尾导管与高压注射器连接，注入对比剂进行下腔静脉造影，经颈静脉插入导丝和导管经过右心房和下腔静脉分别选入各支肝静脉，退出导丝，造影证实，更换交换导丝，进入特制带鞘穿刺针，边穿刺边造影直至进入门静脉，退出穿刺针，沿导丝插入球囊导管扩张后置入支架，造影管造影证实后退出导丝导管，穿刺处弹力绷带加压包扎。不含静脉造影，X线监控及摄片。,,次,,2236.0 ,2124.0 ,2012.0 ,1789.0 
G,320300004S,经颈静脉肝穿刺活检术,经颈静脉肝穿，在DSA引导下取肝组织活检。,,次,,2436.0 ,2314.2 ,2192.4 ,1948.8 
,3204,4.心脏介入诊疗,,,,,,,,
G,320400001-1E,经皮瓣膜球囊成形术加收(同时做左右心室、主动脉造影术),,,次,,300.0 ,285.0 ,270.0 ,240.0 
D,320400002,经皮心内膜心肌活检术,不含病理诊断及其它特殊检查。,,次,,2450.0 ,2327.5 ,2205.0 ,1960.0 
D,320400002-1,经皮心内膜心肌活检术+心腔造影,不含病理诊断及其它特殊检查。,,次,,2750.0 ,2612.5 ,2475.0 ,2200.0 
,3205,5.冠脉介入诊疗,,,次,同一血管不能同时收取支架置入术与药物释放治疗术费用。,,,,
D,320500001-2E,冠状动脉造影术加收(同时做药物激发试验),,,次,,543.0 ,515.9 ,488.7 ,434.4 
E,320500014,冠脉内局部放射治疗术,含冠脉造影、同位素放射源及放疗装置的使用。,,次,,2500.0 ,2375.0 ,2250.0 ,2000.0 
G,320500015,冠脉内局部药物释放治疗术,含靶血管造影和放置冠脉内药物球囊，以及为放置药物球囊而进行的球囊预扩张、后扩张。,,次,冠状动脉造影术后立即进行冠脉内局部药物释放治疗术，可视作二次手术分别计价。,2616.0 ,2485.0 ,2354.0 ,2093.0 
,3206,6.脑和脊髓血管介入诊疗,,,,,,,,
D,320600001E,经动脉插管全脑动脉造影术,含颈动脉、椎动脉。,,次,,3127.0 ,2971.0 ,2814.0 ,2502.0 
G,320600002E,单纯脑动静脉瘘栓塞术,,,次,,3486.0 ,3312.0 ,3137.0 ,2789.0 
G,320600003,经皮穿刺脑血管腔内球囊成形术,,,次,,1662.0 ,1579.0 ,1496.0 ,1330.0 
G,320600004E,经皮穿刺脑血管腔内支架置入术,,,次,,3099.0 ,2944.0 ,2789.0 ,2479.0 
G,320600005E,经皮穿刺脑血管腔内溶栓术,,,次,,907.0 ,862.0 ,816.0 ,726.0 
G,320600006E,经皮穿刺脑血管腔内化疗术,,,次,,750.0 ,712.5 ,675.0 ,600.0 
G,320600007,颈内动脉海绵窦瘘栓塞术,,,次,,2359.0 ,2241.0 ,2123.0 ,1887.0 
G,320600008E,颅内动脉瘤栓塞术,,,次,,2386.0 ,2267.0 ,2147.0 ,1909.0 
G,320600009E,脑及颅内血管畸形栓塞术,,,次,,2103.0 ,1998.0 ,1893.0 ,1682.0 
D,320600010E,脊髓动脉造影术,,,次,,1500.0 ,1425.0 ,1350.0 ,1200.0 
D,320600010-1,选择性脊神经根造影术,,,次,,1500.0 ,1425.0 ,1350.0 ,1200.0 
G,320600011E,脊髓血管畸形栓塞术,,,次,,1500.0 ,1425.0 ,1350.0 ,1200.0 
E,320600012S,急性缺血性脑卒中血栓取出术,适用于颅内大血管、颈动脉和椎动脉颅外段急性闭塞的急性脑梗塞，采用各类机械取栓法。,,次,,4426.0 ,4205.0 ,3983.0 ,3541.0 
E,320600013S,头颈部高血运肿瘤血管内栓塞术,在DSA数字减影下，通过股动脉穿刺，在微导丝引导下将微导管送至肿瘤供血动脉内（经微导管超选造影证实，未向正常脑组织供血），再通过微导管注射栓塞剂栓塞肿瘤内的血运及供血动脉，控制返流和避免栓塞引流静脉。,,次,,4256.0 ,4043.2 ,3830.4 ,3404.8 
E,320600014S,DSA引导下大脑半球功能偏侧化检测,DSA下颈内动脉注射药物，评估语言、运动、记忆功能，判断大脑半球功能偏侧化。含靶血管造影、不含脑电图检查。,,次,,2860.0 ,2717.0 ,2574.0 ,2288.0 
,33,(三)手术治疗,,,,"1．本类包括麻醉、神经系统、内分泌系统、眼、耳、鼻口咽、呼吸系统、心血管系统、造血及淋巴系统、消化系统、泌尿系统、男、女性生殖系统、产科、肌肉骨骼系统、体被系统、器官移植及切取手术、口腔种植类18个三级分类的手术项目。
2．（1）经同一切口进行的两种及以上不同疾病的手术，其中主要手术按全价收取，次要手术按项目规定收费标准的50%收取；（2）经两个及以上切口的两种及以上不同疾病的手术，按手术标准分别计价；（3）同一手术项目中两个及以上切口的手术，加收50%；（4）经同一切口进行双侧器官手术的，在单侧手术收费基础上加收50%；同台手术中，经不同切口进行双侧肢体或双侧器官手术的，按手术标准分别计价。
3.手术中使用的特殊缝线（指除肠线、段装丝线、卷轴丝线外的其他可吸收与不可吸收线）、吻合器、缝合器、闭合器、结扎夹、钉仓、假体、可吸收止血材料、医学胶(注册为医用缝合材料及粘合剂的医用胶等同于医学胶）、医用膜、消融凝固电极、除颤电极、抗菌及无菌手术薄膜、脉冲冲洗器、多功能手术解剖器、留置针、三通管、特殊穿刺针（器）、特殊导丝、导管、支架、球囊、钛钉、钛板、扩张器、固定器、器官保存液、人工植入体、网袋、悬吊器、网篮、一次性回路负极板均为除外内容。凡在项目内涵中已含的不再单独收费。
4.除了“除外内容”以外，手术或麻醉中进行的肌肉注射、静脉注射、静脉输液（输血）及所需的氧气费、笑气、器械、低值医用消耗品（如一次性无菌巾、消毒药品、冲洗盐水、一般缝线、敷料、注射器、输液器、钠石灰）等，均不得另行收费。
5．除注明内镜下手术以外，使用相应的辅助操作可按330000000-1至330000000-17加收相应费用。
6.在同一项目中使用激光、微波、射频、冷冻等根据项目说明计价。
7．同时进行两种麻醉时，主要麻醉按全价收费，辅助麻醉按50%收费。
8.患者进入手术室，术前准备就绪后因其自身原因终止手术时，按手术项目标准的5%收取费用。
9.中医传统手术项目如肛肠、中医骨伤，需在中医相应的诊疗项目中查找，不在此重复列项。
10.联合手术和分列手术项目同时存在的，按联合手术项目计价。",,,,
G,330000000-1,术中使用神经手术导航系统加收,,,次,,2000.0 ,1900.0 ,1800.0 ,1600.0 
G,330000000-2,术中使用脑室镜加收,,,次,,700.0 ,665.0 ,630.0 ,560.0 
G,330000000-3,术中使用眼内窥镜加收,,,次,,1000.0 ,950.0 ,900.0 ,800.0 
G,330000000-4,术中使用鼻内窥镜加收,,,次,,400.0 ,380.0 ,360.0 ,320.0 
G,330000000-5,术中使用胸腔镜加收,,,次,,800.0 ,760.0 ,720.0 ,640.0 
G,330000000-6,术中使用经皮肾镜加收,,,次,,800.0 ,760.0 ,720.0 ,640.0 
G,330000000-7,术中使用胆道镜加收,,,次,,800.0 ,760.0 ,720.0 ,640.0 
G,330000000-8,术中使用腹腔镜加收,,,次,,800.0 ,760.0 ,720.0 ,640.0 
G,330000000-9,术中使用宫腔镜加收,,,次,,400.0 ,380.0 ,360.0 ,320.0 
G,330000000-10,术中使用尿道、膀胱镜加收,,,次,,200.0 ,190.0 ,180.0 ,160.0 
G,330000000-11,术中使用关节镜加收,,,次,,521.0 ,495.0 ,469.0 ,417.0 
G,330000000-12,术中使用显微镜加收,,,次,,400.0 ,380.0 ,360.0 ,320.0 
G,330000000-13,术中使用其他内镜加收,,,次,,200.0 ,190.0 ,180.0 ,160.0 
G,330000000-14,术中负极板回路垫重复使用加收,,,次,,120.0 ,114.0 ,108.0 ,96.0 
G,330000000-15,术中使用脊柱内镜(含微创通道)辅助加收,,,次,,1420.0 ,1349.0 ,1278.0 ,1136.0 
G,330000000-16,术中使用单孔腹腔镜加收,,,次,,1551.0 ,1473.0 ,1396.0 ,1241.0 
G,330000000-17,术中使用单孔胸腔镜加收,,,次,,1485.0 ,1410.8 ,1336.5 ,1188.0 
G,330000000-18,术中使用输尿管软镜加收,,,次,,1714.0 ,1628.3 ,1542.6 ,1371.2 
G,330000000-19,裸眼3D可视化手术动态显示系统加收,不含使用各类腔镜加收。,,次,,871.0 ,827.0 ,784.0 ,697.0 
,3301,1.麻醉,,,,,,,,
G,330100001E,局部浸润麻醉,含表面麻醉。,,次,,32.0 ,30.4 ,28.8 ,25.6 
G,330100001-1E,表面麻醉,,,次,,5.0 ,4.8 ,4.5 ,4.0 
G,330100002E,神经阻滞麻醉,指颈丛、臂丛、耳颞神经、喉上神经、滑车上神经、颏神经、眶上神经、眶下神经、面神经、三叉神经半月节、上颌神经、舌咽神经、下颌神经、下牙槽神经、椎旁神经、枕大/枕小神经、尺神经、肩胛上神经、桡神经、正中神经、指神经、肋间神经、股神经、股外侧皮神经、腰丛神经、腓总神经、胫神经、隐神经、坐骨神经、内脏神经丛、神经根、星状神经和侧隐窝、球后等部位神经阻滞。,,2小时,超过2小时，每增加1小时另计。,400.0 ,380.0 ,360.0 ,320.0 
G,330100002-1,侧隐窝臭氧注射,,,次,,400.0 ,380.0 ,360.0 ,320.0 
G,330100002-2E,神经阻滞麻醉加收(超过两小时),指颈丛、椎旁神经、臂丛、桡神经、股神经、股外侧皮神经、腰丛神经、胫神经、坐骨神经、内脏神经丛、星状神经和侧隐窝等部位神经连续阻滞。,,小时,,50.0 ,47.5 ,45.0 ,40.0 
G,330100002-3E,小治疗中使用神经阻滞麻醉,,,次,,15.0 ,14.3 ,13.5 ,12.0 
G,330100003E,椎管内麻醉,,腰麻硬膜外联合套件、硬膜外套件,2小时,超过两小时，每增加1小时另计。,450.0 ,427.5 ,405.0 ,360.0 
G,330100003-1/1E,椎管内麻醉加收(超过两小时),,,小时,,45.0 ,42.8 ,40.5 ,36.0 
G,330100003-2E,腰麻,含静脉麻醉。,腰麻硬膜外联合套件、硬膜外套件,2小时,超过两小时，每增加1小时另计。,450.0 ,427.5 ,405.0 ,360.0 
G,330100003-2/1E,腰麻加收(超过两小时),,,小时,,45.0 ,42.8 ,40.5 ,36.0 
G,330100003-3E,硬膜外阻滞麻醉,含静脉麻醉。,腰麻硬膜外联合套件、硬膜外套件,2小时,超过两小时，每增加1小时另计。,450.0 ,427.5 ,405.0 ,360.0 
G,330100003-3/1E,硬膜外阻滞麻醉加收(超过两小时),,,小时,,45.0 ,42.8 ,40.5 ,36.0 
G,330100003-4E,腰麻硬膜外联合阻滞麻醉,含静脉麻醉。,腰麻硬膜外联合套件、硬膜外套件,2小时,超过两小时，每增加1小时另计。,550.0 ,522.5 ,495.0 ,440.0 
G,330100003-4/1E,腰麻硬膜外联合阻滞麻醉加收(超过两小时),,,小时,,45.0 ,42.8 ,40.5 ,36.0 
G,330100003-5E,椎管内麻醉加收(双穿刺点),,,例,,50.0 ,47.5 ,45.0 ,40.0 
G,330100004E,基础麻醉,含强化麻醉。,,次,,100.0 ,95.0 ,90.0 ,80.0 
G,330100005,全身麻醉,,,,,,,,
G,330100005-1E,气管插管下全身麻醉,指气管插管，含各种方法的气管插管及与气管插管同等通气效果的声门上气道管道置入。,,2小时,超过2小时，每增加1小时另计。,1400.0 ,1330.0 ,1260.0 ,1120.0 
G,330100005-1/1E,气管插管下全身麻醉加收(超过2小时),,,小时,,120.0 ,114.0 ,108.0 ,96.0 
G,330100005-1/2E,气管插管下全身麻醉加收(使用喉罩),,,次,,164.0 ,156.0 ,148.0 ,131.0 
G,330100005-1/3E,气管插管下全身麻醉加收(使用观察用内窥镜),,,次,,250.0 ,237.5 ,225.0 ,200.0 
G,330100005-2E,非气管插管全身麻醉,指未做气管插管。,,2小时,超过两小时，每增加1小时另计。,200.0 ,190.0 ,180.0 ,160.0 
G,330100005-2/1E,非气管插管全身麻醉加收(超过2小时),,,小时,,50.0 ,47.5 ,45.0 ,40.0 
G,330100006E,输血、输液加温治疗,指使用液体电加温装置进行输血、输液加温。,血液加温管路。,小时,,15.0 ,14.3 ,13.5 ,12.0 
G,330100007E,支气管内麻醉,指各种施行单肺通气的麻醉方法。,双腔管、支气管阻塞器、支气管导管,2小时,超过两小时，每增加1小时另计。,1600.0 ,1520.0 ,1440.0 ,1280.0 
G,330100007-1E,支气管内麻醉加收(超过两小时),,,小时,,120.0 ,114.0 ,108.0 ,96.0 
G,330100008E,术后镇痛,指静脉、硬膜外及腰麻硬膜外联合给药、周围神经阻滞。,腰麻硬膜外联合套件、镇痛装置,次,,115.0 ,109.3 ,103.5 ,92.0 
G,330100009,侧脑室连续镇痛,,镇痛装置,天,,暂不定价,暂不定价,暂不定价,暂不定价
G,330100010E,硬膜外连续镇痛,,镇痛装置,天,,100.0 ,95.0 ,90.0 ,80.0 
G,330100010-1E,静脉连续镇痛,,镇痛装置,天,,100.0 ,95.0 ,90.0 ,80.0 
G,330100010-2E,周围神经阻滞连续镇痛,,镇痛装置,天,,100.0 ,95.0 ,90.0 ,80.0 
G,330100011E,椎管内置管术,,,次,,120.0 ,114.0 ,108.0 ,96.0 
G,330100011-1,神经根脱髓鞘治疗,,,次,,120.0 ,114.0 ,108.0 ,96.0 
G,330100013E,气管插管术,指经口插管。,气管插管联合套件、加强型气管导管,次,,128.0 ,122.0 ,115.0 ,102.0 
G,330100013-1E,气管插管术加收(使用喉罩),,,次,,150.0 ,142.5 ,135.0 ,120.0 
G,330100013-2E,气管插管术加收(使用观察用内窥镜),,,次,,250.0 ,237.5 ,225.0 ,200.0 
G,330100014E,特殊方法气管插管术,指经鼻腔、经口盲探、逆行法。,气管插管联合套件、加强型气管导管,次,,200.0 ,190.0 ,180.0 ,160.0 
G,330100014-1E,特殊方法气管插管术加收(使用喉罩),,,次,,150.0 ,142.5 ,135.0 ,120.0 
G,330100015,麻醉中监测,含心电图、脉搏氧饱和度、心率变异分析、ST段分析、无创血压、有创血压、中心静脉压、呼气末二氧化碳、氧浓度、呼吸频率、潮气量、分钟通气量、气道压、肺顺应性、呼气末麻醉药浓度、体温、肌松、脑氧饱和度。,,小时,,,,,
G,330100015-1E,麻醉中监测(7项以内),,,小时,,34.0 ,34.0 ,34.0 ,34.0 
G,330100015-2E,麻醉中监测(8-13项),,,小时,,50.0 ,50.0 ,50.0 ,50.0 
G,330100015-3E,麻醉中监测(14项以上),,,小时,,150.0 ,150.0 ,150.0 ,150.0 
G,330100015-4E,脑电意识深度监测,使用神经电生理等监测设备，采集全身麻醉或镇静状态下的患者、重症监护患者的脑电信号，获得脑电双频（谱）指数、熵指数等参数，探测脑部活跃度，以评估患者脑电及意识深度状态。,,小时,每日收费不超过10小时。,120.0 ,114.0 ,108.0 ,96.0 
G,330100015-5E,脑电意识深度监测加收(双通道),,,次,,20.0 ,19.0 ,18.0 ,16.0 
G,330100016E,控制性降压,,,次,,100.0 ,95.0 ,90.0 ,80.0 
G,330100018E,镇痛泵体内置入术,,,,,,,,
G,330100018-1E,镇痛泵体内置入术,,泵,次,,700.0 ,665.0 ,630.0 ,560.0 
G,330100018-1/1E,镇痛泵取出术,,,次,,100.0 ,95.0 ,90.0 ,80.0 
G,330100018-2E,植入式给药装置置入术,,植入式给药装置,次,,700.0 ,665.0 ,630.0 ,560.0 
G,330100018-2/1E,植入式给药装置取出术,,,次,,100.0 ,95.0 ,90.0 ,80.0 
G,330100018-2/2E,植入式给药装置调整术,,,次,,100.0 ,95.0 ,90.0 ,80.0 
G,330100018-3E,化疗泵置入术,,泵,次,,700.0 ,665.0 ,630.0 ,560.0 
G,330100018-3/1E,化疗泵取出术,,,次,,100.0 ,95.0 ,90.0 ,80.0 
E,330100019S,体外循环热疗,,,,,,,,
E,330100019S-1,全身体外循环热疗(EWBH),填写患者基本资料、摆位要求。采用全身体外热循环灌注仪治疗，温度测量，热疗范围温度要求40-43℃。,氧合器、管道、插管、心肌保护液灌输系统、滤器、血液浓缩器、离心泵,次,,2510.0 ,2384.5 ,2259.0 ,2008.0 
E,330100019S-2,区域热循环灌注热疗,填写患者基本资料、摆位要求。采用热循环灌注仪治疗，温度测量，热疗范围温度要求40-45℃。,治疗管道组件（热交换器、过滤器、泵管、药液袋、温度监测、配管等）、引流管,次,,1200.0 ,1140.0 ,1080.0 ,960.0 
G,330100020S,腹腔神经丛化学毁损术,,,次,,805.0 ,764.8 ,724.5 ,644.0 
G,330100020S-1,腹腔神经丛置管术,,,次,,805.0 ,764.8 ,724.5 ,644.0 
G,330100021S,脊髓神经电刺激系统植入术,,电极、刺激器、患者控制器,次,,2424.0 ,2303.0 ,2182.0 ,1939.0 
G,330100021S-1,脊髓神经电刺激系统(2根及以上电极)植入术,,电极、刺激器、患者控制器,次,,3643.0 ,3461.0 ,3279.0 ,2914.0 
G,330100021S-2,脊髓神经电刺激系统电极调整,,电极、刺激器、患者控制器,次,,1000.0 ,950.0 ,900.0 ,800.0 
G,330100021S-3,脊髓神经电刺激系统取出术,,,次,,500.0 ,475.0 ,450.0 ,400.0 
G,330100021S-4,脊髓神经电刺激测试术,,电极、刺激器、患者控制器,次,,1000.0 ,950.0 ,900.0 ,800.0 
G,330100022S,椎管内程控灌注系统植入术,,灌注系统导管、泵,次,,1590.0 ,1510.5 ,1431.0 ,1272.0 
G,330100022S-1/1,椎管内程控灌注系统(泵药物灌注、调控),,,次,,300.0 ,285.0 ,270.0 ,240.0 
G,330100022S-1/2,椎管内程控灌注系统取出术,,灌注系统导管、泵,次,,795.0 ,755.3 ,715.5 ,636.0 
G,330100022S-2,鞘内灌注系统植入术,,灌注系统导管、泵,次,,1590.0 ,1510.5 ,1431.0 ,1272.0 
G,330100022S-2/1,鞘内灌注系统(泵药物灌注、调控),,,次,,300.0 ,285.0 ,270.0 ,240.0 
G,330100022S-2/2,鞘内灌注系统取出术,,灌注系统导管、泵,次,,795.0 ,755.3 ,715.5 ,636.0 
G,330100022S-3,硬膜外腔灌注系统植入术,,灌注系统导管、泵,次,,1590.0 ,1510.5 ,1431.0 ,1272.0 
G,330100022S-3/1,硬膜外腔灌注系统(泵药物灌注、调控),,,次,,300.0 ,285.0 ,270.0 ,240.0 
G,330100022S-3/2,硬膜外腔灌注系统取出术,,灌注系统导管、泵,次,,795.0 ,755.3 ,715.5 ,636.0 
G,330100023SE,外周神经电刺激系统植入术,,电极、刺激器、患者控制器,次,,1500.0 ,1425.0 ,1350.0 ,1200.0 
G,330100023S-1,外周神经电刺激系统(2根及以上电极)植入术,,电极、刺激器、患者控制器,次,,2250.0 ,2137.5 ,2025.0 ,1800.0 
G,330100023S-2E,外周神经电刺激系统测试术,,电极、刺激器、患者控制器,次,,750.0 ,712.5 ,675.0 ,600.0 
G,330100023S-3E,外周神经电刺激系统取出术,,,次,,750.0 ,712.5 ,675.0 ,600.0 
